,cpd_mnth_id,cpd_dt,cluster_name_adjusted,mrch_catg_cd,mrch_catg_rlup_nm,merchant,cp_flag,domestic_flag,intraregion_flag,interregion_flag,city_name,country_code,spend
200,202305,2023-05-25,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,22.44
201,202305,2023-05-25,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,21.18
202,202305,2023-05-25,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,22.44
203,202305,2023-05-25,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,21.18
204,202305,2023-05-27,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,24.78
205,202305,2023-05-27,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,24.78
206,202305,2023-05-31,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,23.63
207,202305,2023-05-31,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,23.63
208,202306,2023-06-12,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,22.65
209,202306,2023-06-12,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,6.41
210,202306,2023-06-12,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,6.41
211,202306,2023-06-12,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,22.65
212,202306,2023-06-12,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,27.19
213,202306,2023-06-12,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,27.19
214,202306,2023-06-20,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,20.53
215,202306,2023-06-20,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,20.53
216,202306,2023-06-22,Frugal Family,5735,RECORD STORES,AMAZON.COM,0,1,0,0,amazon.co.uk,826,6.39
217,202307,2023-07-04,Frugal Family,5942,BOOK STORES,AMAZON.COM,0,0,0,1,AMAZON.CO.UK,840,3.0
218,202307,2023-07-16,Frugal Family,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,24.44
219,202307,2023-07-16,Frugal Family,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,24.44
220,202307,2023-07-22,Frugal Family,5735,RECORD STORES,AMAZON.COM,0,1,0,0,amazon.co.uk,826,6.44
221,202307,2023-07-23,Frugal Family,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,9.63
222,202305,2023-05-21,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,67.21
223,202305,2023-05-21,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,67.21
224,202306,2023-06-27,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,93.63
225,202306,2023-06-27,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,93.63
226,202306,2023-06-28,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,30.62
227,202306,2023-06-28,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,30.62
228,202307,2023-07-17,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,92.01
229,202307,2023-07-17,Sensible Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,92.01
230,202305,2023-05-03,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,17.51
231,202305,2023-05-03,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,32.45
232,202305,2023-05-03,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,17.51
233,202305,2023-05-03,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,32.45
234,202305,2023-05-04,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,26.3
235,202305,2023-05-04,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,60.19
236,202305,2023-05-04,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,26.3
237,202305,2023-05-04,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,amazon.co.uk,826,60.19
238,202305,2023-05-12,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,104.87
239,202305,2023-05-12,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,104.87
240,202305,2023-05-13,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,169.13
241,202305,2023-05-13,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,169.13
242,202305,2023-05-20,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,17.24
243,202305,2023-05-25,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,205.01
244,202305,2023-05-25,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,205.01
245,202305,2023-05-30,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,44.62
246,202305,2023-05-30,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,44.62
247,202306,2023-06-24,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,18.82
248,202306,2023-06-24,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,18.82
249,202306,2023-06-26,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,7.65
250,202306,2023-06-26,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,37.79
251,202306,2023-06-26,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,amazon.co.uk,826,37.79
252,202306,2023-06-27,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,14.31
253,202306,2023-06-28,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,156.7
254,202306,2023-06-28,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,156.7
255,202306,2023-06-30,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,69.67
256,202306,2023-06-30,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,69.67
257,202307,2023-07-01,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,25.6
258,202307,2023-07-05,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,113.39
259,202307,2023-07-05,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,113.39
260,202307,2023-07-09,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,11.53
261,202307,2023-07-09,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,11.53
262,202307,2023-07-10,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,146.13
263,202307,2023-07-10,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,146.13
264,202307,2023-07-16,Urban Spenders,5969,OTHER DIRECT MARKETERS,AMAZON.COM,0,1,0,0,AMAZON.CO.UK,826,299.98
265,202307,2023-07-22,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,61.94
266,202307,2023-07-22,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,64.52
267,202307,2023-07-22,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,24.51
268,202307,2023-07-22,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,24.51
269,202307,2023-07-22,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,61.94
270,202307,2023-07-22,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,64.52
271,202307,2023-07-23,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,18.07
272,202307,2023-07-23,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,19.35
273,202307,2023-07-23,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,19.35
274,202307,2023-07-23,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.CO.UK,0,1,0,0,amazon.co.uk,826,23.22
275,202307,2023-07-23,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,15.46
276,202307,2023-07-23,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,15.46
277,202307,2023-07-23,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,23.22
278,202307,2023-07-23,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,18.07
279,202307,2023-07-24,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,4.5
280,202307,2023-07-24,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,4.5
281,202307,2023-07-25,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,10.3
282,202307,2023-07-25,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,10.3
283,202307,2023-07-25,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,176.02
284,202307,2023-07-25,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,176.02
285,202307,2023-07-29,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMAZON.COM,0,1,0,0,amazon.co.uk,826,25.58
286,202307,2023-07-29,Urban Spenders,5999,MISC SPECIALTY RETAIL,AMZNMKTPLACE,0,1,0,0,amazon.co.uk,826,25.58
287,202305,2023-05-27,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.15
288,202306,2023-06-27,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.46
289,202306,2023-06-13,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.33
290,202305,2023-05-13,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.28
291,202307,2023-07-27,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.65
292,202307,2023-07-29,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,122.45
293,202305,2023-05-15,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.28
294,202307,2023-07-15,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.82
295,202306,2023-06-15,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.42
296,202307,2023-07-13,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,1,0,0,amzn.co.uk/pm,826,11.69
297,202305,2023-05-13,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.28
298,202306,2023-06-13,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.33
299,202307,2023-07-13,Affluent Segment,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.69
300,202305,2023-05-15,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.28
301,202306,2023-06-15,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.42
302,202307,2023-07-15,Frugal Family,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.82
303,202305,2023-05-27,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.15
304,202306,2023-06-27,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.46
305,202307,2023-07-27,Sensible Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,11.65
306,202307,2023-07-29,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,1,0,0,amzn.co.uk/pm,826,122.45
307,202306,2023-06-18,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,0,0,1,Amzn.com/bill,840,14.99
308,202307,2023-07-18,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,0,0,1,Amzn.com/bill,840,14.99
309,202305,2023-05-18,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON PRIME,0,0,0,1,Amzn.com/bill,840,14.99
310,202306,2023-06-02,Frugal Family,5942,BOOK STORES,AMZN MKTP US,0,0,0,1,Amzn.com/bill,840,54.53
311,202306,2023-06-02,Frugal Family,5942,BOOK STORES,AMAZON.COM,0,0,0,1,Amzn.com/bill,840,54.53
312,202305,2023-05-18,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,0,0,1,Amzn.com/bill,840,14.99
313,202306,2023-06-18,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,0,0,1,Amzn.com/bill,840,14.99
314,202307,2023-07-18,Urban Spenders,5968,CONTINUITY/SUBSCRIPTION MERCHT,AMAZON.COM,0,0,0,1,Amzn.com/bill,840,14.99
315,202305,2023-05-20,Affluent Segment,7991,TOURIST ATTRACTIONS AND XHBT,WAKEHURST,1,1,0,0,ARDINGLY,826,4.37
316,202306,2023-06-07,Affluent Segment,5812,RESTAURANTS,EMBER INNS,1,1,0,0,ASHSTEAD,826,16.77
317,202307,2023-07-16,Urban Spenders,5947,"GIFT, CARD, NOVELTY STORES",THE REDS MERCHANDISE,1,1,0,0,Atherstone,826,13.15
318,202307,2023-07-16,Urban Spenders,5947,"GIFT, CARD, NOVELTY STORES",THE REDS MERCHANDISE,1,1,0,0,Atherstone,826,13.15
319,202306,2023-06-15,Affluent Segment,5812,RESTAURANTS,SUNDAY FEGO   BANSTEAD,0,1,0,0,Banstead,826,40.44
320,202306,2023-06-15,Affluent Segment,5812,RESTAURANTS,SUNDAY FEGO   BANSTEAD,0,1,0,0,Banstead,826,40.44
321,202305,2023-05-08,Affluent Segment,5947,"GIFT, CARD, NOVELTY STORES",THE LEMON TREE LIMITED,1,1,0,0,BANSTEAD,826,37.95
322,202305,2023-05-08,Affluent Segment,5947,"GIFT, CARD, NOVELTY STORES",THE LEMON TREE,1,1,0,0,BANSTEAD,826,37.95
323,202305,2023-05-23,Affluent Segment,5814,FAST FOOD RESTAURANTS,COSTA COFFEE,1,1,0,0,BANSTEAD,826,10.67
324,202306,2023-06-27,Affluent Segment,5811,CATERERS,SQUARE INC,1,1,0,0,BANSTEAD,826,9.19
325,202307,2023-07-04,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,MARKS & SPENCER,1,1,0,0,BANSTEAD,826,10.75
326,202307,2023-07-11,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,MARKS & SPENCER,1,1,0,0,BANSTEAD,826,10.88
327,202307,2023-07-18,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,MARKS & SPENCER,1,1,0,0,BANSTEAD,826,16.34
328,202307,2023-07-26,Affluent Segment,5814,FAST FOOD RESTAURANTS,CAFFE NERO,1,1,0,0,BANSTEAD,826,10.52
329,202307,2023-07-26,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,WAITROSE,1,1,0,0,BANSTEAD,826,16.65
330,202307,2023-07-26,Affluent Segment,5814,FAST FOOD RESTAURANTS,CAFFE NERO BANSTEAD,1,1,0,0,BANSTEAD,826,10.52
331,202306,2023-06-02,Sensible Spenders,5812,RESTAURANTS,MCDONALDS,1,1,0,0,BARNSLEY,826,20.87
332,202306,2023-06-14,Sensible Spenders,5813,BARS/TAVERNS/LOUNGES/DISCOS,DEARNE VALLEY FARM,1,1,0,0,BARNSLEY,826,27.12
333,202306,2023-06-26,Sensible Spenders,5814,FAST FOOD RESTAURANTS,KENTUCKY FRIED CHICKEN,1,1,0,0,BARNSLEY,826,28.39
334,202306,2023-06-28,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,COMPANY SHOP LTD,1,1,0,0,BARNSLEY,826,20.68
335,202306,2023-06-28,Sensible Spenders,5812,RESTAURANTS,MCDONALDS,1,1,0,0,BARNSLEY,826,34.75
336,202307,2023-07-12,Sensible Spenders,5813,BARS/TAVERNS/LOUNGES/DISCOS,DEARNE VALLEY FARM,1,1,0,0,BARNSLEY,826,64.75
337,202307,2023-07-13,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,COMPANY SHOP LTD,1,1,0,0,BARNSLEY,826,83.77
338,202307,2023-07-31,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,COMPANY SHOP LTD,1,1,0,0,BARNSLEY,826,6.51
339,202305,2023-05-06,Family,7523,"PARKING LOTS,METERS,GARAGES",NSL RB KINGSTON (E),0,1,0,0,BASINGSTOKE,826,1.01
340,202305,2023-05-13,Family,7523,"PARKING LOTS,METERS,GARAGES",NSL RB KINGSTON (E),0,1,0,0,BASINGSTOKE,826,1.13
341,202307,2023-07-15,Urban Spenders,5499,MISC FOOD STORES - DEFAULT,EPOCH.COM,1,1,0,0,BERKSHIRE,826,12.6
342,202306,2023-06-15,Urban Spenders,5732,ELECTRONICS STORES,SP SOUNDCORE UK,0,1,0,0,BIRMINGHAM,826,1.27
343,202306,2023-06-15,Urban Spenders,5732,ELECTRONICS STORES,SHOPIFY.COM,0,1,0,0,BIRMINGHAM,826,1.27
344,202306,2023-06-19,Urban Spenders,5811,CATERERS,SUMUP,1,1,0,0,BIRMINGHAM,826,18.25
345,202307,2023-07-23,Urban Spenders,5812,RESTAURANTS,WWW.CARLUCCIOS.COM,0,1,0,0,BIRMINGHAM,826,61.7
346,202307,2023-07-23,Urban Spenders,5812,RESTAURANTS,CARLUCCIO'S,0,1,0,0,BIRMINGHAM,826,61.7
347,202306,2023-06-07,Family,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,1,1,0,0,BLOOMSBURY,826,9.79
348,202305,2023-05-03,Family,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,1,1,0,0,BLOOMSBURY SO,826,4.0
349,202305,2023-05-05,Family,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,1,1,0,0,BLOOMSBURY SO,826,3.47
350,202307,2023-07-14,Family,5411,GROCERY STORES/SUPERMARKETS,SAINSBURY'S,1,1,0,0,BLOOMSBURY SO,826,4.6
351,202306,2023-06-29,Urban Spenders,5941,SPORTING GOODS STORES,JD SPORTS,1,1,0,0,BLUEWATER,826,87.26
352,202307,2023-07-28,Urban Spenders,5411,GROCERY STORES/SUPERMARKETS,EPOCH.COM,1,1,0,0,BLUEWATER,826,116.99
353,202306,2023-06-20,Sensible Spenders,5941,SPORTING GOODS STORES,BAIT & TACKLE SHOP,1,1,0,0,BOSTON,826,45.39
354,202306,2023-06-22,Sensible Spenders,5941,SPORTING GOODS STORES,BAIT & TACKLE SHOP,1,1,0,0,BOSTON,826,45.19
355,202307,2023-07-30,Sensible Spenders,4900,UTILITIES/ELEC/GAS/H2O/SANI,BRITISH GAS,0,1,0,0,BRITISH GAS O,826,38.67
356,202307,2023-07-30,Sensible Spenders,4900,UTILITIES/ELEC/GAS/H2O/SANI,BRITISH GAS,0,1,0,0,BRITISH GAS O,826,64.45
357,202307,2023-07-15,Sensible Spenders,4900,UTILITIES/ELEC/GAS/H2O/SANI,BRITISH GAS,0,1,0,0,BRITISHGAS.CO,826,65.74
358,202305,2023-05-05,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,21.73
359,202305,2023-05-13,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,80.65
360,202306,2023-06-09,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,12.88
361,202306,2023-06-12,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,170.42
362,202306,2023-06-21,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,8.97
363,202306,2023-06-21,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,73.73
364,202307,2023-07-03,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,81.92
365,202307,2023-07-14,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,BURGH HEATH,826,18.53
366,202307,2023-07-21,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,EPOCH.COM,1,1,0,0,BURGH HEATH,826,72.36
367,202306,2023-06-15,Affluent Segment,5655,SPORTS/RIDING APPAREL STORES,JD SPORTS,0,1,0,0,Bury,826,30.98
368,202305,2023-05-11,Sensible Spenders,4131,BUS LINES,STAGECOACH,1,1,0,0,BUS TICKET,826,25.11
369,202305,2023-05-20,Sensible Spenders,4131,BUS LINES,STAGECOACH,1,1,0,0,BUS TICKET,826,24.72
370,202306,2023-06-03,Sensible Spenders,4131,BUS LINES,STAGECOACH,1,1,0,0,BUS TICKET,826,1.88
371,202306,2023-06-03,Sensible Spenders,4131,BUS LINES,STAGECOACH,1,1,0,0,BUS TICKET,826,1.88
372,202307,2023-07-28,Sensible Spenders,4131,BUS LINES,EPOCH.COM,1,1,0,0,BUS TICKET,826,2.6
373,202307,2023-07-29,Sensible Spenders,4131,BUS LINES,STAGECOACH,1,1,0,0,BUS TICKET,826,25.52
374,202306,2023-06-10,Sensible Spenders,5813,BARS/TAVERNS/LOUNGES/DISCOS,COBBLESTONES,1,1,0,0,CAMBRIDGESHIR,826,9.57
375,202307,2023-07-28,Frugal Family,7523,"PARKING LOTS,METERS,GARAGES",STROKE ASSOCIATION,1,1,0,0,CAR PARK,826,3.9
376,202306,2023-06-25,Urban Spenders,5814,FAST FOOD RESTAURANTS,EVENT MOBILE CATERING,1,1,0,0,CARDIFF,826,25.77
377,202306,2023-06-25,Urban Spenders,5814,FAST FOOD RESTAURANTS,EVENT MOBILE CATERING LTD,1,1,0,0,CARDIFF,826,25.77
378,202305,2023-05-09,Sensible Spenders,4121,TAXICABS/LIMOUSINES,CABCARD,1,1,0,0,Carpenter Cou,826,41.81
379,202305,2023-05-20,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,TESCO,1,1,0,0,CATERHAM,826,12.02
380,202306,2023-06-15,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,TESCO,1,1,0,0,CATERHAM,826,4.7
381,202306,2023-06-22,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,TESCO,1,1,0,0,CATERHAM,826,74.33
382,202307,2023-07-03,Affluent Segment,8398,CHARITABLE/SOC SERVICE ORGS,SUMUP,1,1,0,0,CATERHAM,826,7.0
383,202307,2023-07-06,Affluent Segment,5411,GROCERY STORES/SUPERMARKETS,TESCO,1,1,0,0,CATERHAM,826,45.21
384,202305,2023-05-10,Sensible Spenders,5541,SERVICE STATIONS,TESCO,1,1,0,0,CHAPELTOWN,826,14.16
385,202305,2023-05-16,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,CHAPELTOWN,826,91.8
386,202305,2023-05-23,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,CHAPELTOWN,826,141.49
387,202306,2023-06-28,Sensible Spenders,5541,SERVICE STATIONS,TESCO,1,1,0,0,CHAPELTOWN,826,6.13
388,202306,2023-06-28,Sensible Spenders,5411,GROCERY STORES/SUPERMARKETS,ASDA,1,1,0,0,CHAPELTOWN,826,139.59
389,202307,2023-07-07,Sensible Spenders,5541,SERVICE STATIONS,TESCO,1,1,0,0,CHAPELTOWN,826,20.58
